Name,Rating,Reviews Count,Category,Address,Phone,Website,Google Maps URL,Latitude,Longitude,Status / Hours,Scraped At (UTC)
Results,,,,,,,https://www.google.com/maps/place/Emergency+Dentist+of+Austin/data=!4m7!3m6!1s0x8644c90a16f876a5:0x791c022b855d1ac9!8m2!3d30.3406789!4d-97.6924276!16s%2Fg%2F11synpwv5g!19sChIJpXb4FgrJRIYRyRpdhSsCHHk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,,,,2026-08-29T16:52:33.406032+00:00
Results,,,,,,,https://www.google.com/maps/place/ATX+Family+Dental/data=!4m7!3m6!1s0x8644b4eb0b01986f:0x6b241d4769ed491e!8m2!3d30.2482229!4d-97.7559705!16s%2Fg%2F11cn2mvqwc!19sChIJb5gBC-u0RIYRHkntaUcdJGs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,,2026-08-29T16:52:35.648846+00:00
Results,,,,,,,https://www.google.com/maps/place/Austin+Dental+Works/data=!4m7!3m6!1s0x8644ca638c284765:0x76576315d12cc3cd!8m2!3d30.3150192!4d-97.7355807!16s%2Fg%2F1tjdrqpm!19sChIJZUcojGPKRIYRzcMs0RVjV3Y?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,,2026-08-29T16:52:38.313582+00:00
Results,,,,,,,https://www.google.com/maps/place/Ideal+Dental+Central+Austin/data=!4m7!3m6!1s0x8644ca877003d2bd:0x75cd2f17bbc7132a!8m2!3d30.3080989!4d-97.7520958!16s%2Fg%2F1td72cyz!19sChIJvdIDcIfKRIYRKhPHuxcvzXU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,,2026-08-29T16:52:41.197397+00:00
Austin Lifetime Dental,4.9,843,Dentist,"
2206 W Parmer Ln, Austin, TX 78727, United States", +1 512-835-1924,https://www.lifetimedental.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,https://www.google.com/maps/place/Austin+Lifetime+Dental/data=!4m7!3m6!1s0x8644cc20724ee6f5:0x2ae9fa2c2bf15149!8m2!3d30.4176901!4d-97.6988203!16s%2Fg%2F1tfv5j4n!19sChIJ9eZOciDMRIYRSVHxKyz66So?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,Closed · Opens 7:30 am Mon,2026-08-29T16:52:43.192979+00:00
Tech Ridge Dental,5.0,1179,Dentist,"
12400 N Interstate Hwy 35 Ste A131, Austin, TX 78753, United States", +1 512-821-2394,http://www.techridgedental.com/,https://www.google.com/maps/place/Tech+Ridge+Dental/data=!4m7!3m6!1s0x8644cec83277a683:0x1cb46784938f1d66!8m2!3d30.4043561!4d-97.6759803!16s%2Fg%2F1xfsp3vb!19sChIJg6Z3MsjORIYRZh2Pk4RntBw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,Closed · Opens 7:30 am Mon,2026-08-29T16:52:45.346572+00:00
38th Street Dental,5.0,731,Dentist,"
1500 W 38th St Ste 56, Austin, TX 78731, United States", +1 737-260-5523,https://www.myaustindds.com/,https://www.google.com/maps/place/38th+Street+Dental/data=!4m7!3m6!1s0x8644ca85bdec977b:0x64b79ab05c176ac2!8m2!3d30.3082289!4d-97.7487691!16s%2Fg%2F11rpdzc4s!19sChIJe5fsvYXKRIYRwmoXXLCat2Q?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,"
Closed · Opens 7:30 am Mon

See more hours

",2026-08-29T16:52:47.333463+00:00
Breeze Dental,4.8,885,Dentist,"
1601 S Lamar Blvd, Austin, TX 78704, United States", +1 512-745-8825,https://www.breezeoralcare.com/,https://www.google.com/maps/place/Breeze+Dental/data=!4m7!3m6!1s0x8644b4df8ca136ad:0xb8adae0e500a1372!8m2!3d30.2512668!4d-97.764823!16s%2Fg%2F11gtyt3hnm!19sChIJrTahjN-0RIYRchMKUA6urbg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,Closed · Opens 7 am Mon,2026-08-29T16:52:49.341424+00:00
Lady Bird Dental,4.9,457,Cosmetic dentist,"
3115 S Lamar Blvd, Austin, TX 78704, United States", +1 512-812-0036,https://ladybirddental.com/,https://www.google.com/maps/place/Lady+Bird+Dental/data=!4m7!3m6!1s0x8644b5e00133a11d:0xae4beb39d04cd4c5!8m2!3d30.2415391!4d-97.784855!16s%2Fg%2F11gjsr04yf!19sChIJHaEzAeC1RIYRxdRM0DnrS64?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,Open · Closes 4 pm,2026-08-29T16:52:51.514562+00:00
North Austin Dentistry,4.9,719,Dentist,"
6850 Austin Center Blvd #310, Austin, TX 78731, United States", +1 512-489-9933,https://northaustindentist.com/,https://www.google.com/maps/place/North+Austin+Dentistry/data=!4m7!3m6!1s0x8644cb02d907f651:0xc60d3afe2ceaaff5!8m2!3d30.3517638!4d-97.7526933!16s%2Fg%2F1td33flx!19sChIJUfYH2QLLRIYR9a_qLP46DcY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,30.3013195,-97.7615957,Open · Closes 3 pm,2026-08-29T16:52:53.742127+00:00
